"dep","jour","hosp","rea","radc","dcc","dc","rad"
"54",2020-04-22,435,107,588,242,8,8
"55",2020-04-22,145,14,254,77,3,8
"56",2020-04-22,119,21,249,75,0,6
"57",2020-04-22,994,137,1240,594,8,42
"58",2020-04-22,55,7,31,21,2,2
"59",2020-04-22,932,207,1089,390,9,29
"60",2020-04-22,461,54,632,292,9,35
"61",2020-04-22,62,13,141,27,2,2
"62",2020-04-22,459,78,645,169,5,25
"63",2020-04-22,59,18,107,30,3,5
"64",2020-04-22,77,12,130,20,0,4
"65",2020-04-22,76,4,77,18,1,2
"66",2020-04-22,26,12,246,25,0,4
"67",2020-04-22,992,194,1440,462,12,54
"68",2020-04-22,946,117,1626,646,4,49
"69",2020-04-22,1204,207,1508,437,6,56
"70",2020-04-22,91,17,148,62,2,2
"71",2020-04-22,227,29,366,137,2,20
"72",2020-04-22,139,13,181,43,1,2
"73",2020-04-22,83,13,272,39,1,4
"74",2020-04-22,259,44,535,122,1,11
"75",2020-04-22,2784,589,3334,1288,15,126
"76",2020-04-22,259,72,447,127,2,16
"77",2020-04-22,718,148,1416,417,20,42
"78",2020-04-22,892,131,1208,378,7,33
"79",2020-04-22,29,3,35,14,0,3
"80",2020-04-22,329,48,418,159,7,19
"81",2020-04-22,40,12,63,17,0,1
"82",2020-04-22,16,7,27,3,0,0
"83",2020-04-22,325,50,472,93,3,2
"84",2020-04-22,67,13,145,26,0,1
"85",2020-04-22,61,13,118,28,0,6
"86",2020-04-22,55,11,76,25,0,3
"87",2020-04-22,53,10,79,21,0,2
"88",2020-04-22,244,21,386,218,3,7
"89",2020-04-22,119,26,134,43,2,13
"90",2020-04-22,168,26,328,140,6,6
"91",2020-04-22,1185,183,917,350,9,24
"92",2020-04-22,1917,350,2281,739,23,58
"93",2020-04-22,1582,213,1790,735,18,76
"94",2020-04-22,2098,302,1869,817,23,178
"95",2020-04-22,958,139,1463,495,10,32
"971",2020-04-22,25,13,69,12,0,1
"972",2020-04-22,34,9,62,13,0,2
"973",2020-04-22,2,1,32,1,0,1
"974",2020-04-22,12,2,96,0,0,2
"976",2020-04-22,23,4,54,6,0,2
"1",2020-04-23,164,20,220,72,4,9
"2",2020-04-23,281,40,574,189,1,20
"3",2020-04-23,54,16,107,23,0,4
"4",2020-04-23,29,2,95,7,0,4
"5",2020-04-23,41,8,89,6,0,1
"6",2020-04-23,270,48,382,111,1,13
"7",2020-04-23,97,24,251,55,2,9
"8",2020-04-23,60,13,104,42,0,0
"9",2020-04-23,13,1,22,2,0,0
"10",2020-04-23,262,17,314,95,5,14
"11",2020-04-23,61,9,140,45,1,5
"12",2020-04-23,59,2,85,20,0,6
"13",2020-04-23,1050,194,1935,328,9,54
"14",2020-04-23,138,28,150,53,1,4
"15",2020-04-23,25,5,23,3,2,1
"16",2020-04-23,10,2,36,10,0,0
"17",2020-04-23,80,15,79,34,1,4
"18",2020-04-23,83,4,64,48,1,3
"19",2020-04-23,73,10,54,22,0,1
"21",2020-04-23,340,56,549,189,10,20
"22",2020-04-23,54,6,114,24,0,10
"23",2020-04-23,29,10,16,5,0,0
"24",2020-04-23,45,5,39,9,3,6
"25",2020-04-23,177,50,377,106,7,19
"26",2020-04-23,144,37,347,110,2,7
"27",2020-04-23,110,11,81,62,3,4
"28",2020-04-23,240,24,279,78,3,16
"29",2020-04-23,79,20,121,34,3,2
"2A",2020-04-23,55,7,83,41,0,4
"2B",2020-04-23,11,2,83,8,0,0
"30",2020-04-23,131,29,162,43,6,19
"31",2020-04-23,173,70,403,40,1,11
"32",2020-04-23,49,5,30,16,3,3
"33",2020-04-23,266,75,571,100,4,31
"34",2020-04-23,137,41,501,97,1,9
"35",2020-04-23,171,22,235,66,3,5
"36",2020-04-23,110,8,55,57,1,5
"37",2020-04-23,162,37,175,54,1,7
"38",2020-04-23,224,36,365,89,5,15
"39",2020-04-23,108,10,135,43,3,11
"40",2020-04-23,27,4,40,10,0,2
"41",2020-04-23,115,13,100,36,0,3
"42",2020-04-23,444,85,516,166,5,15
"43",2020-04-23,36,1,65,9,2,3
"44",2020-04-23,269,36,335,106,1,7
"45",2020-04-23,255,57,350,61,0,12
"46",2020-04-23,24,8,113,14,0,3
"47",2020-04-23,36,3,33,5,0,0
"48",2020-04-23,4,1,13,0,0,0
"49",2020-04-23,190,32,345,85,3,11
"50",2020-04-23,53,13,94,35,1,9
"51",2020-04-23,333,46,625,195,5,13
"52",2020-04-23,76,23,124,52,1,2
"53",2020-04-23,91,10,67,27,0,2
"56",2020-04-23,126,21,253,75,0,4
"57",2020-04-23,980,140,1299,602,8,59
"58",2020-04-23,51,7,38,21,0,7
"59",2020-04-23,927,210,1125,396,6,36
"60",2020-04-23,464,54,649,298,6,17
"61",2020-04-23,65,13,142,27,0,1
"62",2020-04-23,439,70,693,189,20,48
"63",2020-04-23,51,18,116,30,0,9
"64",2020-04-23,71,10,138,20,0,8
"65",2020-04-23,74,4,81,18,0,4
"66",2020-04-23,26,12,246,27,2,0
"67",2020-04-23,931,186,1519,472,10,79
"68",2020-04-23,956,116,1653,649,3,27
"69",2020-04-23,1198,188,1546,444,7,38
"70",2020-04-23,96,17,148,63,1,0
"71",2020-04-23,230,27,370,141,4,4
"72",2020-04-23,141,15,189,44,1,8
"73",2020-04-23,80,12,284,40,1,12
"74",2020-04-23,243,41,551,126,4,16
"75",2020-04-23,2705,563,3436,1310,22,102
"76",2020-04-23,248,66,464,130,3,17
"77",2020-04-23,693,149,1471,426,9,55
"78",2020-04-23,857,125,1247,386,8,39
"79",2020-04-23,27,3,37,14,0,2
"80",2020-04-23,324,47,434,161,2,16
"81",2020-04-23,39,9,64,17,0,1
"82",2020-04-23,14,6,29,3,0,2
"83",2020-04-23,325,49,488,97,4,16
"84",2020-04-23,68,13,147,26,0,2
"85",2020-04-23,56,12,125,29,1,7
"86",2020-04-23,53,11,76,27,2,0
"87",2020-04-23,52,8,80,21,0,1
"88",2020-04-23,240,23,394,220,2,8
"89",2020-04-23,117,27,139,49,6,5
"90",2020-04-23,164,23,332,141,1,4
"91",2020-04-23,1150,175,981,363,13,64
"92",2020-04-23,1936,353,2342,758,19,61
"93",2020-04-23,1578,214,1858,752,17,68
"94",2020-04-23,2071,295,1961,827,10,92
"95",2020-04-23,960,132,1499,508,13,36
"971",2020-04-23,24,14,70,12,0,1
"972",2020-04-23,33,9,62,14,1,0
"973",2020-04-23,3,0,34,1,0,2
"974",2020-04-23,10,2,98,0,0,2
"976",2020-04-23,21,4,58,6,0,4
"1",2020-04-24,166,20,224,73,1,4
"2",2020-04-24,292,38,586,192,3,12
"3",2020-04-24,52,14,110,24,1,3
"4",2020-04-24,30,2,97,7,0,2
"5",2020-04-24,38,7,92,6,0,3
"6",2020-04-24,269,51,387,118,7,5
"7",2020-04-24,99,25,252,55,0,1
"8",2020-04-24,54,12,105,42,0,1
"9",2020-04-24,11,1,25,2,0,3
"10",2020-04-24,232,16,338,99,4,24
"11",2020-04-24,61,8,143,47,2,3
"12",2020-04-24,46,2,98,20,0,13
"13",2020-04-24,1010,186,2016,353,25,81
"14",2020-04-24,148,28,153,54,1,3
"15",2020-04-24,21,4,26,4,1,3
"16",2020-04-24,9,2,37,10,0,1
"17",2020-04-24,74,14,81,37,3,2
"18",2020-04-24,83,3,65,50,2,1
"19",2020-04-24,77,10,55,22,0,1
"21",2020-04-24,303,54,582,200,11,33
"22",2020-04-24,53,6,116,24,0,2
"23",2020-04-24,26,9,20,5,0,4
"24",2020-04-24,35,4,48,9,0,9
"25",2020-04-24,177,49,388,106,0,11
"26",2020-04-24,139,34,357,112,2,10
"27",2020-04-24,113,10,82,62,0,1
"28",2020-04-24,239,22,280,79,1,1
"29",2020-04-24,80,19,121,34,0,0
"2A",2020-04-24,57,7,85,41,0,2
"2B",2020-04-24,13,2,83,8,0,0
"30",2020-04-24,126,28,172,46,3,10
"31",2020-04-24,159,67,420,44,4,17
"32",2020-04-24,37,6,43,16,0,13
"33",2020-04-24,252,68,584,103,3,13
"34",2020-04-24,126,40,513,98,1,12
"35",2020-04-24,164,17,246,66,0,11
"36",2020-04-24,113,9,55,58,1,0
"37",2020-04-24,159,37,182,55,1,7
"38",2020-04-24,219,34,380,95,6,15
"39",2020-04-24,108,9,137,43,0,2
"40",2020-04-24,27,4,42,10,0,2
"41",2020-04-24,120,14,102,38,2,2
"42",2020-04-24,438,80,527,168,2,11
"43",2020-04-24,39,1,65,9,0,0
"44",2020-04-24,256,35,349,110,4,14
"45",2020-04-24,252,56,354,63,2,4
"46",2020-04-24,23,5,123,15,1,10
"47",2020-04-24,33,3,36,5,0,3
"48",2020-04-24,2,0,15,0,0,2
"49",2020-04-24,186,30,347,89,4,2
"51",2020-04-24,344,45,638,196,1,13
"52",2020-04-24,74,21,125,53,1,1
"53",2020-04-24,86,10,72,27,0,5
"54",2020-04-24,450,108,608,247,6,7
"56",2020-04-24,132,17,260,75,0,7
"57",2020-04-24,945,138,1351,610,8,52
"58",2020-04-24,52,8,41,21,0,3
"59",2020-04-24,909,203,1164,403,7,39
"60",2020-04-24,457,51,678,304,6,29
"61",2020-04-24,59,13,147,27,0,5
"62",2020-04-24,440,69,711,194,5,18
"63",2020-04-24,47,16,120,31,1,4
"64",2020-04-24,71,9,139,20,0,1
"65",2020-04-24,77,4,81,19,1,0
"66",2020-04-24,25,12,246,28,1,0
"67",2020-04-24,911,175,1547,479,7,28
"68",2020-04-24,963,120,1683,654,5,30
"69",2020-04-24,1180,188,1604,454,10,58
"70",2020-04-24,114,15,151,63,0,3
"71",2020-04-24,214,25,392,146,5,22
"72",2020-04-24,142,13,193,47,3,4
"73",2020-04-24,83,11,286,41,1,2
"74",2020-04-24,230,38,575,126,0,24
"75",2020-04-24,2624,557,3537,1327,17,101
"76",2020-04-24,241,59,491,133,3,27
"77",2020-04-24,695,147,1523,437,11,52
"78",2020-04-24,848,125,1289,398,12,42
"79",2020-04-24,26,3,38,14,0,1
"80",2020-04-24,303,47,458,164,3,24
"81",2020-04-24,37,8,65,18,1,1
"82",2020-04-24,12,5,30,3,0,1
"83",2020-04-24,320,43,497,100,3,9
"84",2020-04-24,79,14,150,26,0,3
"85",2020-04-24,52,12,129,30,1,4
"86",2020-04-24,47,9,80,29,2,4
"87",2020-04-24,50,9,83,21,0,3
"88",2020-04-24,233,22,407,222,2,13
"89",2020-04-24,109,23,147,50,1,8
"90",2020-04-24,156,20,337,141,0,5
"91",2020-04-24,1174,167,1023,375,12,42
"92",2020-04-24,1933,347,2416,776,18,74
"93",2020-04-24,1551,200,1927,768,16,69
"94",2020-04-24,1982,283,2092,848,21,131
"95",2020-04-24,951,121,1538,523,15,39
"971",2020-04-24,23,13,70,13,1,0
"972",2020-04-24,32,9,63,14,0,1
"973",2020-04-24,3,0,34,1,0,0
"974",2020-04-24,8,2,100,0,0,2
"976",2020-04-24,28,3,60,6,0,2
"1",2020-04-25,162,19,229,75,2,5
"2",2020-04-25,287,38,598,196,4,12
"3",2020-04-25,53,14,113,24,0,3
"4",2020-04-25,29,1,99,7,0,2
"5",2020-04-25,41,8,93,6,0,1
"6",2020-04-25,259,47,401,122,4,14
"7",2020-04-25,95,25,259,57,2,7
"8",2020-04-25,54,12,106,43,1,1
"9",2020-04-25,11,1,25,2,0,0
"10",2020-04-25,230,11,340,102,3,2
"11",2020-04-25,57,7,148,48,1,5
"12",2020-04-25,45,2,99,20,0,1
"13",2020-04-25,974,180,2083,362,9,67
"14",2020-04-25,148,25,153,55,1,0
"15",2020-04-25,21,3,26,4,0,0
"16",2020-04-25,9,2,37,10,0,0
"17",2020-04-25,73,14,82,37,0,1
"19",2020-04-25,74,10,59,22,0,4
"21",2020-04-25,292,59,606,203,3,24
"22",2020-04-25,52,6,121,24,0,5
"23",2020-04-25,26,9,20,5,0,0
"24",2020-04-25,31,4,51,9,0,3
"25",2020-04-25,171,46,393,112,6,5
"26",2020-04-25,140,33,363,112,0,6
"27",2020-04-25,114,10,83,62,0,1
"28",2020-04-25,234,22,285,79,0,5
"29",2020-04-25,76,18,122,35,1,1
"2A",2020-04-25,54,7,87,42,1,2
"2B",2020-04-25,10,2,85,8,0,2
"31",2020-04-25,153,60,433,45,1,13
"32",2020-04-25,34,6,46,16,0,3
"33",2020-04-25,248,64,598,105,2,14
"34",2020-04-25,123,36,521,98,0,8
"35",2020-04-25,158,19,258,67,1,12
"36",2020-04-25,118,10,56,60,2,1
"37",2020-04-25,163,39,185,56,1,3
"38",2020-04-25,215,34,385,95,0,5
"39",2020-04-25,104,8,145,43,0,8
"40",2020-04-25,26,4,43,10,0,1
"41",2020-04-25,124,14,105,38,0,3
"42",2020-04-25,412,78,560,173,5,33
"43",2020-04-25,39,1,65,9,0,0
"44",2020-04-25,259,34,357,111,1,8
"45",2020-04-25,248,53,361,64,1,7
"46",2020-04-25,23,5,123,15,0,0
"47",2020-04-25,31,2,38,5,0,2
"48",2020-04-25,2,0,15,0,0,0
"49",2020-04-25,180,30,354,91,2,7
"50",2020-04-25,51,12,92,36,0,0
"51",2020-04-25,333,42,653,199,3,15
"52",2020-04-25,81,20,125,54,1,0
"53",2020-04-25,85,10,73,27,0,1
"54",2020-04-25,450,106,637,249,2,29
"55",2020-04-25,130,14,257,80,3,3
"56",2020-04-25,126,16,265,76,1,5
"57",2020-04-25,895,130,1413,623,13,62
"58",2020-04-25,52,8,43,22,1,2
"59",2020-04-25,900,190,1197,408,5,33
"60",2020-04-25,461,48,688,308,4,10
"61",2020-04-25,66,13,148,27,0,1
"62",2020-04-25,438,66,720,203,9,9
"63",2020-04-25,47,14,120,32,1,0
"64",2020-04-25,66,7,145,21,1,6
"65",2020-04-25,77,4,81,19,0,0
"66",2020-04-25,24,11,250,28,0,4
"67",2020-04-25,917,173,1566,483,4,19
"68",2020-04-25,932,119,1720,657,3,37
"69",2020-04-25,1191,179,1643,461,7,39
"70",2020-04-25,111,13,151,66,3,0
"71",2020-04-25,223,25,396,147,1,4
"72",2020-04-25,144,14,197,48,1,4
"73",2020-04-25,84,10,295,41,0,9
"74",2020-04-25,223,34,585,129,3,10
"75",2020-04-25,2568,540,3626,1345,18,89
"76",2020-04-25,236,56,498,134,1,7
"77",2020-04-25,701,146,1558,441,4,35
"78",2020-04-25,830,121,1318,400,2,29
"79",2020-04-25,28,2,38,14,0,0
"80",2020-04-25,299,47,469,166,2,11
"81",2020-04-25,38,8,65,18,0,0
"82",2020-04-25,12,5,30,3,0,0
"83",2020-04-25,291,39,536,102,2,39
"84",2020-04-25,77,14,154,26,0,4
"85",2020-04-25,49,12,132,30,0,3
"86",2020-04-25,47,7,81,29,0,1
"87",2020-04-25,48,8,84,22,1,1
"88",2020-04-25,231,20,415,224,2,8
"89",2020-04-25,115,23,148,51,1,1
"90",2020-04-25,148,19,345,142,1,8
"91",2020-04-25,1201,169,1047,378,3,24
"92",2020-04-25,1903,324,2493,789,13,77
"93",2020-04-25,1492,192,1985,774,6,58
"94",2020-04-25,1970,298,2157,861,13,65
"95",2020-04-25,944,123,1570,528,5,32
"971",2020-04-25,22,11,70,13,0,0
"972",2020-04-25,32,9,63,14,0,0
"973",2020-04-25,1,0,35,1,0,1
"974",2020-04-25,7,2,102,0,0,2
"976",2020-04-25,28,3,60,6,0,0
"1",2020-04-26,165,19,230,75,0,1
"3",2020-04-26,55,14,114,24,0,1
"4",2020-04-26,29,1,99,7,0,0
"5",2020-04-26,41,8,93,6,0,0
"6",2020-04-26,258,49,404,123,1,3
"7",2020-04-26,101,24,260,58,1,1
"8",2020-04-26,53,10,109,43,0,3
"9",2020-04-26,11,1,25,2,0,0
"10",2020-04-26,229,11,340,103,1,0
"11",2020-04-26,55,5,150,49,1,2
"12",2020-04-26,45,2,99,20,0,0
"13",2020-04-26,997,183,2088,366,4,5
"14",2020-04-26,149,26,153,55,0,0
"15",2020-04-26,21,3,26,4,0,0
"16",2020-04-26,9,2,37,10,0,0
"17",2020-04-26,69,14,83,40,3,1
"18",2020-04-26,90,6,64,52,1,0
"19",2020-04-26,75,10,59,22,0,0
"21",2020-04-26,285,50,609,207,4,3
"22",2020-04-26,51,6,122,24,0,1
"23",2020-04-26,29,9,20,5,0,0
"24",2020-04-26,33,4,51,9,0,0
"25",2020-04-26,179,49,395,113,1,2
"26",2020-04-26,144,34,363,112,0,0
"27",2020-04-26,115,10,83,62,0,0
"28",2020-04-26,229,18,294,82,3,9
"29",2020-04-26,75,17,122,36,1,0
"2A",2020-04-26,54,7,87,42,0,0
"2B",2020-04-26,10,2,85,8,0,0
"30",2020-04-26,127,27,171,49,0,1
"31",2020-04-26,150,58,437,45,0,4
"32",2020-04-26,42,6,46,16,0,0
"33",2020-04-26,248,64,603,106,1,5
"34",2020-04-26,124,36,521,98,0,0
"35",2020-04-26,157,19,261,67,0,3
"36",2020-04-26,118,10,56,61,1,0
"37",2020-04-26,165,36,188,56,0,3
"38",2020-04-26,213,34,386,96,1,1
"39",2020-04-26,104,8,145,43,0,0
"40",2020-04-26,26,4,43,10,0,0
"41",2020-04-26,126,14,105,38,0,0
"42",2020-04-26,414,78,564,176,3,4
"43",2020-04-26,39,1,65,9,0,0
"44",2020-04-26,253,32,362,115,4,5
"45",2020-04-26,245,54,362,66,2,1
"46",2020-04-26,23,5,123,15,0,0
"47",2020-04-26,32,3,38,5,0,0
"48",2020-04-26,2,0,15,0,0,0
"49",2020-04-26,174,29,357,94,3,3
"50",2020-04-26,52,12,92,36,0,0
"51",2020-04-26,334,42,654,201,2,1
"52",2020-04-26,79,20,126,55,1,1
"53",2020-04-26,85,10,73,27,0,0
"54",2020-04-26,452,109,640,250,1,3
"55",2020-04-26,131,14,258,81,1,1
"56",2020-04-26,125,16,267,76,0,2
"57",2020-04-26,890,130,1432,626,3,19
"58",2020-04-26,51,7,43,22,0,0
"59",2020-04-26,898,192,1204,409,1,7
"60",2020-04-26,463,47,690,309,1,2
"62",2020-04-26,436,63,725,206,3,5
"63",2020-04-26,48,15,120,32,0,0
"64",2020-04-26,64,6,147,22,1,2
"65",2020-04-26,76,4,82,19,0,1
"66",2020-04-26,23,11,251,28,0,1
"67",2020-04-26,910,169,1571,489,6,5
"68",2020-04-26,936,120,1729,664,7,9
"69",2020-04-26,1189,175,1655,468,7,12
"70",2020-04-26,113,13,151,67,1,0
"71",2020-04-26,224,26,398,149,2,2
"72",2020-04-26,150,15,197,48,0,0
"73",2020-04-26,83,10,298,41,0,3
"74",2020-04-26,222,32,590,131,2,5
"75",2020-04-26,2554,523,3667,1366,21,41
"76",2020-04-26,226,55,509,139,5,11
"77",2020-04-26,689,146,1580,448,7,22
"78",2020-04-26,835,122,1323,401,1,5
"79",2020-04-26,30,3,38,14,0,0
"80",2020-04-26,303,50,469,168,2,0
"81",2020-04-26,38,8,65,18,0,0
"82",2020-04-26,12,5,30,3,0,0
"83",2020-04-26,289,40,538,103,1,2
"84",2020-04-26,79,12,154,26,0,0
"85",2020-04-26,49,12,132,30,0,0
"86",2020-04-26,47,7,81,29,0,0
"87",2020-04-26,48,8,84,22,0,0
"88",2020-04-26,232,18,415,225,1,0
"89",2020-04-26,113,22,150,53,2,2
"90",2020-04-26,149,20,346,143,1,1
"91",2020-04-26,1198,167,1051,380,2,4
"92",2020-04-26,1890,328,2524,799,10,31
"93",2020-04-26,1491,193,2009,779,5,24
"94",2020-04-26,1971,293,2166,872,11,9
"95",2020-04-26,942,119,1579,533,5,9
"971",2020-04-26,23,11,70,13,0,0
"972",2020-04-26,32,8,63,14,0,0
"973",2020-04-26,1,0,35,1,0,0
"974",2020-04-26,6,2,103,0,0,1
"976",2020-04-26,34,5,66,6,0,6
"1",2020-04-27,162,18,237,75,0,7
"3",2020-04-27,54,14,115,24,0,1
"4",2020-04-27,27,1,102,7,0,3
"5",2020-04-27,36,8,98,6,0,5
"6",2020-04-27,260,48,406,127,4,2
"8",2020-04-27,52,10,110,45,2,1
"9",2020-04-27,10,1,26,2,0,1
"10",2020-04-27,225,9,347,105,2,7
"11",2020-04-27,54,6,150,49,0,0
"12",2020-04-27,45,2,99,20,0,0
"13",2020-04-27,1004,180,2120,381,15,32
"14",2020-04-27,149,26,154,55,0,1
"15",2020-04-27,26,3,26,5,1,0
"16",2020-04-27,9,2,37,10,0,0
"17",2020-04-27,72,14,83,41,1,0
"18",2020-04-27,92,6,64,56,4,0
"19",2020-04-27,79,11,61,23,1,2
"21",2020-04-27,288,52,618,213,6,9
"22",2020-04-27,52,6,122,24,0,0
"23",2020-04-27,29,9,20,5,0,0
"24",2020-04-27,34,4,51,9,0,0
"25",2020-04-27,179,49,397,115,2,2
"26",2020-04-27,144,33,368,113,1,5
"27",2020-04-27,112,10,87,64,2,4
"28",2020-04-27,227,18,305,84,2,11
"29",2020-04-27,73,16,123,36,0,1
"2A",2020-04-27,54,7,87,42,0,0
"2B",2020-04-27,10,1,85,8,0,0
"30",2020-04-27,130,26,175,55,6,4
"31",2020-04-27,155,59,437,45,0,0
"32",2020-04-27,41,5,47,17,1,1
"33",2020-04-27,253,58,611,108,2,8
"34",2020-04-27,123,35,523,99,1,2
"35",2020-04-27,156,19,261,68,1,0
"36",2020-04-27,117,10,56,63,2,0
"37",2020-04-27,162,36,189,57,1,1
"39",2020-04-27,103,9,147,44,1,2
"40",2020-04-27,25,4,44,10,0,1
"41",2020-04-27,130,13,107,40,2,2
"42",2020-04-27,418,77,568,178,2,4
"43",2020-04-27,38,1,65,9,0,0
"44",2020-04-27,245,31,377,118,3,15
"45",2020-04-27,250,57,365,67,1,3
"46",2020-04-27,22,3,125,15,0,2
"47",2020-04-27,33,3,38,5,0,0
"48",2020-04-27,2,0,15,0,0,0
"49",2020-04-27,181,29,360,96,2,3
"50",2020-04-27,52,11,93,36,0,1
"51",2020-04-27,327,40,660,208,7,6
"52",2020-04-27,78,18,126,56,1,0
"53",2020-04-27,86,11,75,28,1,2
"54",2020-04-27,453,110,653,251,1,13
"55",2020-04-27,126,14,263,83,2,5
"56",2020-04-27,125,16,268,76,0,1
"57",2020-04-27,880,125,1458,635,9,26
"58",2020-04-27,50,6,44,22,0,1
"59",2020-04-27,888,190,1218,414,5,14
"60",2020-04-27,453,44,707,317,8,17
"61",2020-04-27,66,12,147,28,1,0
"62",2020-04-27,445,71,755,212,6,30
"63",2020-04-27,48,14,120,33,1,0
"64",2020-04-27,64,5,148,23,1,1
"65",2020-04-27,74,4,84,19,0,2
"66",2020-04-27,21,10,252,29,1,1
"67",2020-04-27,924,171,1589,496,7,18
"68",2020-04-27,931,111,1753,672,8,24
"69",2020-04-27,1151,175,1684,481,13,29
"70",2020-04-27,101,13,164,67,0,13
"71",2020-04-27,231,26,401,154,5,3
"72",2020-04-27,143,15,206,50,2,9
"73",2020-04-27,83,10,302,41,0,4
"74",2020-04-27,219,32,599,134,3,9
"75",2020-04-27,2506,513,3735,1387,21,68
"76",2020-04-27,222,53,512,141,2,3
"77",2020-04-27,691,146,1593,458,10,13
"78",2020-04-27,826,115,1337,408,7,14
"79",2020-04-27,28,3,39,15,1,1
"80",2020-04-27,305,48,471,172,4,2
"81",2020-04-27,39,8,67,19,1,2
"82",2020-04-27,14,6,31,4,1,1
"83",2020-04-27,275,39,576,108,5,38
"84",2020-04-27,83,12,154,27,1,0
"85",2020-04-27,50,12,134,31,1,2
"86",2020-04-27,49,7,83,30,1,2
"87",2020-04-27,46,8,87,22,0,3
"88",2020-04-27,230,17,417,228,3,2
"89",2020-04-27,112,21,151,54,1,1
"90",2020-04-27,146,20,347,145,2,1
"91",2020-04-27,1188,163,1079,389,9,28
"92",2020-04-27,1872,325,2584,816,17,60
"93",2020-04-27,1522,198,2049,800,21,40
"94",2020-04-27,1943,282,2192,891,19,26
"95",2020-04-27,940,117,1591,541,8,12
"971",2020-04-27,22,10,70,14,1,0
"972",2020-04-27,33,9,63,14,0,0
"973",2020-04-27,1,0,35,1,0,0
"974",2020-04-27,6,2,103,0,0,0
"976",2020-04-27,36,5,70,6,0,4
"1",2020-04-28,157,17,239,77,2,2
"2",2020-04-28,292,44,593,203,3,12
"3",2020-04-28,51,12,118,24,0,3
"4",2020-04-28,27,1,102,7,0,0
"5",2020-04-28,36,8,98,6,0,0
"6",2020-04-28,257,47,417,128,1,11
"9",2020-04-28,10,1,26,2,0,0
"10",2020-04-28,233,16,369,106,1,22
"11",2020-04-28,49,7,155,50,1,5
"12",2020-04-28,42,2,102,20,0,3
"13",2020-04-28,1003,180,2159,387,6,39
"14",2020-04-28,150,28,158,57,2,4
"15",2020-04-28,29,3,26,5,0,0
"16",2020-04-28,8,2,37,11,1,0
"17",2020-04-28,71,14,84,41,0,1
"18",2020-04-28,90,3,69,57,1,5
"19",2020-04-28,78,11,62,23,0,1
"21",2020-04-28,288,53,618,215,2,0
"22",2020-04-28,51,6,124,24,0,2
"23",2020-04-28,30,10,20,5,0,0
"24",2020-04-28,31,4,54,9,0,3
"25",2020-04-28,178,40,402,116,1,5
"26",2020-04-28,139,29,375,113,0,7
"27",2020-04-28,111,10,87,64,0,0
"28",2020-04-28,220,18,314,84,0,9
"29",2020-04-28,68,14,126,37,1,3
"2A",2020-04-28,52,7,89,42,0,2
"2B",2020-04-28,10,1,86,8,0,1
"30",2020-04-28,128,27,177,55,0,2
"31",2020-04-28,141,52,454,47,2,17
"32",2020-04-28,40,5,47,17,0,0
"33",2020-04-28,254,57,618,108,0,7
"34",2020-04-28,126,36,526,100,1,3
"35",2020-04-28,150,17,269,69,1,8
"36",2020-04-28,116,9,56,63,0,0
"37",2020-04-28,159,36,192,57,0,3
"38",2020-04-28,210,32,398,101,3,14
"39",2020-04-28,97,10,156,44,0,9
"40",2020-04-28,25,4,44,10,0,0
"41",2020-04-28,128,13,108,40,0,1
"42",2020-04-28,408,73,577,182,4,9
"43",2020-04-28,35,1,69,9,0,4
"44",2020-04-28,242,30,380,118,0,3
"45",2020-04-28,245,57,370,69,2,5
"46",2020-04-28,18,2,129,16,1,4
"47",2020-04-28,33,3,38,5,0,0
"48",2020-04-28,2,0,15,0,0,0
"49",2020-04-28,182,27,360,97,1,0
"50",2020-04-28,51,11,94,36,0,1
"51",2020-04-28,334,38,662,211,3,2
"52",2020-04-28,78,18,128,57,1,2
"54",2020-04-28,441,103,658,255,4,5
"55",2020-04-28,124,14,270,83,0,7
"56",2020-04-28,124,15,274,77,1,6
"57",2020-04-28,877,127,1476,636,1,18
"58",2020-04-28,50,6,44,22,0,0
"59",2020-04-28,903,188,1235,420,6,17
"60",2020-04-28,443,41,729,323,6,22
"61",2020-04-28,67,11,148,28,0,1
"62",2020-04-28,442,69,767,212,0,12
"63",2020-04-28,47,14,121,33,0,1
"64",2020-04-28,63,5,149,23,0,1
"65",2020-04-28,72,4,88,20,1,4
"66",2020-04-28,19,8,255,30,1,3
"67",2020-04-28,902,162,1613,503,7,24
"68",2020-04-28,898,101,1778,675,3,25
"69",2020-04-28,1112,163,1749,490,9,65
"70",2020-04-28,98,13,170,67,0,6
"71",2020-04-28,234,28,415,155,1,14
"72",2020-04-28,141,15,206,51,1,0
"73",2020-04-28,75,8,311,41,0,9
"74",2020-04-28,217,33,604,135,1,5
"75",2020-04-28,2448,502,3785,1404,17,50
"76",2020-04-28,221,52,521,146,5,9
"77",2020-04-28,675,137,1619,471,13,26
"78",2020-04-28,858,111,1343,415,7,6
"79",2020-04-28,29,2,39,15,0,0
"80",2020-04-28,302,48,476,172,0,5
"81",2020-04-28,42,9,67,19,0,0
"82",2020-04-28,14,6,31,4,0,0
"83",2020-04-28,265,38,591,110,2,15
"84",2020-04-28,78,13,158,27,0,4
"85",2020-04-28,50,12,134,31,0,0
"86",2020-04-28,49,7,83,30,0,0
"87",2020-04-28,45,7,87,22,0,0
"88",2020-04-28,230,16,427,231,3,10
"89",2020-04-28,108,21,154,55,1,3
